Keyword,Service Url,Reviewer Name,Country,Review Rating,Review Description
artificial   intelligence,/zeeshan_javed27/do-artificial-intelligence-work?context_referrer=search_gigs&source=top-bar&ref_ctx_id=c5f0b6f7bf9c9fa746b01dec49d08055&pckg_id=1&pos=8&context_type=auto&funnel=ef60b27ee4712add89206fc6b9ab0300,humamslk,Sri Lanka,5,"He has great expertise in the artificial intelligence subject area, he did a great job for me. very satisfied."
artificial   intelligence,/zeeshan_javed27/do-artificial-intelligence-work?context_referrer=search_gigs&source=top-bar&ref_ctx_id=c5f0b6f7bf9c9fa746b01dec49d08055&pckg_id=1&pos=8&context_type=auto&funnel=ef60b27ee4712add89206fc6b9ab0300,althawi,Saudi Arabia,5,thank you very much. work done as required
artificial   intelligence,/zeeshan_javed27/do-artificial-intelligence-work?context_referrer=search_gigs&source=top-bar&ref_ctx_id=c5f0b6f7bf9c9fa746b01dec49d08055&pckg_id=1&pos=8&context_type=auto&funnel=ef60b27ee4712add89206fc6b9ab0300,hamim_al_mizan,Bangladesh,5,on time delivery and good work.
artificial   intelligence,/zeeshan_javed27/do-artificial-intelligence-work?context_referrer=search_gigs&source=top-bar&ref_ctx_id=c5f0b6f7bf9c9fa746b01dec49d08055&pckg_id=1&pos=8&context_type=auto&funnel=ef60b27ee4712add89206fc6b9ab0300,ambiguous_n,Saudi Arabia,5,"Great, very professional"
artificial   intelligence,/zeeshan_javed27/do-artificial-intelligence-work?context_referrer=search_gigs&source=top-bar&ref_ctx_id=c5f0b6f7bf9c9fa746b01dec49d08055&pckg_id=1&pos=8&context_type=auto&funnel=ef60b27ee4712add89206fc6b9ab0300,junaiahmed1234,United Kingdom,5,Zeeshan behaved unbearably professionally. His work came back at a standard better than expected. He regularly communicated with me to ensure I was up to date. I would highly recommend Zeeshan as his standards are beyond anything seen before.
ai ml,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=1&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,mirabelle1998,Germany,5,Everthing was delivered on time and as needed. I would highly recommend the seller! :-)
ai ml,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=1&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,softsoulss,Pakistan,5,Excellent Work.
ai ml,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=1&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,adrianj45,United States,5,"Thanks for your great service.
Excellent Work."
ai ml,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=1&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,sophihun,United States,5,"I like service provided photophactory, most recommended."
ai ml,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=1&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,ouobam,United States,5,I am satisfied with the final delivery. Look forward to working with him again
ai ml,/yasirazeem77/create-bots-scripts-and-automate-tasks?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=2&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,raj6769,India,5,"It was a beautiful experience. Excellent communication. Very patiently went through everything that I wanted and did a fantastic, accurate job. Hiring again very soon. Good work, Yasirazeem"
ai ml,/yasirazeem77/create-bots-scripts-and-automate-tasks?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=2&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,anamikachauhan,India,5,Outstanding Seller. Amazing service. He was very cooperative and worked patiently on solving my issues. Highly recommended. Would love to take his service again.
ai ml,/yasirazeem77/create-bots-scripts-and-automate-tasks?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=2&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,stephenadesign,United Kingdom,5,"Excellent job done, executed the bot to do exactly what i asked for. Highly recommended. Hope to work with you more."
ai ml,/yasirazeem77/create-bots-scripts-and-automate-tasks?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=2&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,raj6769,India,5,Another great delivery. Solved many complex issues. Great Work. Thanks Yasirazeem.
ai ml,/yasirazeem77/create-bots-scripts-and-automate-tasks?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=2&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,payweb,Malaysia,4.3,"This order took a little longer and couple of fixes than usual, but the tasks completed perfectly."
ai ml,/william___smith/do-image-annotations-tagging-labeling-for-supervised-machine-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=3&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,p_back,Austria,5,"Fast delivery and good quality of annotations, thank you!"
ai ml,/william___smith/do-image-annotations-tagging-labeling-for-supervised-machine-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=3&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,fncomp,United States,5,Did a great job labeling data. Looking forward to working with him again.
ai ml,/william___smith/do-image-annotations-tagging-labeling-for-supervised-machine-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=3&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,fncomp,United States,5,Did a great job labeling. Looking forward to working with him again.
ai ml,/ankushpatil111/collect-and-build-image-dataset-for-training-models-for-ml-and-deep-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=4&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,adentium,United States,5,Good quality and quick
ai ml,/ankushpatil111/collect-and-build-image-dataset-for-training-models-for-ml-and-deep-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=4&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,kolo27921,United States,5,Great and fast
ai ml,/ankushpatil111/collect-and-build-image-dataset-for-training-models-for-ml-and-deep-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=4&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,raysandhu902,United States,5,great work.. fast and responsive
ai ml,/ankushpatil111/collect-and-build-image-dataset-for-training-models-for-ml-and-deep-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=4&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,raysandhu902,United States,5,"Great work, on time and very professional."
ai ml,/aqsa_malik55/help-in-programs-and-tutor-ml-ai-algorithms-neural-network-etc?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=5&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0&seller_online=true,andreaoshogwe,Nigeria,5,Amazing service. Smart & on time. Very happy. Took details for more lessons. Really learnt alot. 100% recommended.
ai ml,/aqsa_malik55/help-in-programs-and-tutor-ml-ai-algorithms-neural-network-etc?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=5&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0&seller_online=true,secretsauce572,Canada,5,As always excellent work done by Aqsa.
ai ml,/aqsa_malik55/help-in-programs-and-tutor-ml-ai-algorithms-neural-network-etc?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=5&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0&seller_online=true,secretsauce572,Canada,5,Aqsa was a pleasure to work with and delivered high quality results in a timely manner.
ai ml,/osama412/write-technical-blogs-related-to-data-science-ai-and-ml?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=6&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,usama__nawaz,Pakistan,5,Osama is a very professional freelancer and I am very satisfied with his work. His communication and quality of work were up to the mark. I would definitively want to work with him again.
ai ml,/osama412/write-technical-blogs-related-to-data-science-ai-and-ml?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=6&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,parisazadeh,United States,5,Good collaboration and communication - led to a good work as well
ai ml,/osama412/write-technical-blogs-related-to-data-science-ai-and-ml?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=6&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,ibtisamarif,Pakistan,5,again a great experience!
ai ml,/osama412/write-technical-blogs-related-to-data-science-ai-and-ml?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=6&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,ibtisamarif,Pakistan,5,It was great working with Osama
ai ml,/osama412/write-technical-blogs-related-to-data-science-ai-and-ml?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=6&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,aviarora337,United States,5,Seller produced high quality writing.
ai ml,/softsoulss/be-your-python-developerany-python-related-tasks-will-be-done-with-quality?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=7&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,margieyoung32,United States,5,"Thanks for your great service.
Excellent Work."
ai ml,/softsoulss/be-your-python-developerany-python-related-tasks-will-be-done-with-quality?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=7&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,adrianj45,United States,5,"I like service provided photophactory, recommended."
ai ml,/softsoulss/be-your-python-developerany-python-related-tasks-will-be-done-with-quality?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=7&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,photophactory,Pakistan,5,Outstanding experience!
ai ml,/softsoulss/be-your-python-developerany-python-related-tasks-will-be-done-with-quality?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=7&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,photophactory,Pakistan,5,Thank you for your hard work
ai ml,/softsoulss/be-your-python-developerany-python-related-tasks-will-be-done-with-quality?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=7&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0,photophactory,Pakistan,5,very gaood service
ai ml,/luci_lab/design-and-develop-ai-model-neural-network-ml-model?context_referrer=search_gigs&source=top-bar&ref_ctx_id=2d1f85be28fd0dbec0e3906404eb2aa9&pckg_id=1&pos=8&context_type=auto&funnel=620b3cc4398052b0d2d55ca10710a8f0&seller_online=true,cosmicawe,Turkey,5,Cool guy with good work
data engineering,/alanpalacio924/write-data-science-articles?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=1&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039&seller_online=true,mmo2ben,Israel,5,"The service was given in time and per the specification, will do business in the future with you as well!"
data engineering,/alanpalacio924/write-data-science-articles?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=1&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039&seller_online=true,rafaelguerra552,United States,5,Very easy to work with and well written articles!
data engineering,/alanpalacio924/write-data-science-articles?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=1&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039&seller_online=true,datafanatic10,United States,5,Perfect and nice article as I was expecting.
data engineering,/alanpalacio924/write-data-science-articles?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=1&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039&seller_online=true,adambinabbas,Saudi Arabia,5,"very well written , clearly knowledgeable about the subject of data science"
data engineering,/coderjs/clean-data-do-data-engineering-and-build-a-predictive-model?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=2&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039,giovannigp1,Italy,5,"The Seller was dedicated to understanding our needs, understood our problems and was cleverly proactive in helping us find a solution that is right for us. Communication was very good, fluid, without formalities. We certainly want to work with him again and recommend him to others. An outstanding supplier."
data engineering,/coderjs/clean-data-do-data-engineering-and-build-a-predictive-model?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=2&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039,dlyles21,United States,5,Wonderful to work with. Goes the extra mile.  Thank you so much!
data engineering,/coderjs/clean-data-do-data-engineering-and-build-a-predictive-model?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=2&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039,peacebel,Belgium,5,"Great work, great communication."
data engineering,/coderjs/clean-data-do-data-engineering-and-build-a-predictive-model?context_referrer=search_gigs&source=top-bar&ref_ctx_id=e8293db99c0f9d4ab4b7fd686e76db7f&pckg_id=1&pos=2&context_type=auto&funnel=ab75658198945ee414ba0d5d39753039,austin142,United States,5,Incredible and timely! He did a fantastic job of making sure not only what was needed to be done was complete but that we understood how it worked to use it ourselves in the future.
